,open,high,low,close,volume,value
2021-06-04 09:00:00,120.0,121.0,110.0,114.0,67250631.18263596,7694552986.552391
2021-06-05 09:00:00,114.0,114.0,109.0,112.0,28609461.36444281,3198029062.5795135
2021-06-06 09:00:00,112.0,118.0,110.0,114.0,97171209.32881159,11132635284.018944
2021-06-07 09:00:00,114.0,161.0,112.0,117.0,1262063589.8288333,161416997464.59662
2021-06-08 09:00:00,117.0,118.0,101.0,110.0,124675963.49985252,13693729930.422123
2021-06-09 09:00:00,110.0,112.0,103.0,111.0,66471426.11506314,7111993195.201074
2021-06-10 09:00:00,111.0,116.0,107.0,114.0,82122523.60314183,9175755350.595425
2021-06-11 09:00:00,114.0,122.0,100.0,105.0,221126425.81896892,25211560711.598194
2021-06-12 09:00:00,104.0,112.0,85.3,90.5,107014333.53627335,10429363093.70122
2021-06-13 09:00:00,90.5,92.4,79.1,91.7,42039972.8883612,3579129635.704209
2021-06-14 09:00:00,91.7,98.9,86.2,94.1,105945063.3105262,9831217151.117441
2021-06-15 09:00:00,94.1,96.8,91.1,93.5,42974554.05598851,4004221962.128222
2021-06-16 09:00:00,93.5,105.0,88.4,94.5,266282012.0568569,26106038412.224174
2021-06-17 09:00:00,94.5,94.5,88.1,89.7,34049815.34232277,3048027359.142832
2021-06-18 09:00:00,89.6,90.9,81.6,82.0,41197606.44603911,3450867357.533753
2021-06-19 09:00:00,82.0,82.0,75.4,78.6,22661337.42724545,1782793600.1419382
2021-06-20 09:00:00,78.7,85.6,66.8,75.6,177332362.58535078,14327987957.470291
2021-06-21 09:00:00,75.6,75.8,43.2,50.2,96431072.12441076,5818711120.93955
2021-06-22 09:00:00,50.3,51.2,37.1,42.8,150089294.11396378,6475831464.129284
2021-06-23 09:00:00,42.8,47.8,39.3,46.1,102383532.68780044,4494257269.342318
2021-06-24 09:00:00,46.7,61.9,45.3,55.9,571247206.3940794,31440123513.48565
2021-06-25 09:00:00,55.8,57.1,49.0,51.0,111496648.57393771,6041397001.173827
2021-06-26 09:00:00,51.0,68.2,50.7,57.8,1099412515.7883759,66616505476.25969
2021-06-27 09:00:00,57.8,58.5,54.2,57.8,117917161.0726514,6547113370.812568
2021-06-28 09:00:00,57.8,74.9,57.8,69.7,989420938.771684,65620913592.11344
2021-06-29 09:00:00,69.7,103.0,67.7,86.0,1719729733.1440392,152552427624.10663
2021-06-30 09:00:00,86.0,89.0,78.0,88.5,131128208.04125921,10601526497.857147
2021-07-01 09:00:00,88.5,102.0,82.0,90.2,287763797.857081,26318783667.2873
2021-07-02 09:00:00,90.1,99.3,84.3,93.6,295139565.57326746,27020558417.587208
2021-07-03 09:00:00,93.5,102.0,87.7,95.8,264921957.46007916,25200371516.020344
2021-07-04 09:00:00,95.7,109.0,93.0,102.0,372651248.8388208,37849208307.53078
2021-07-05 09:00:00,102.0,145.0,100.0,113.0,1702312305.3490927,210014918445.33337
2021-07-06 09:00:00,113.0,118.0,109.0,115.0,185564718.08404756,21047051074.20185
2021-07-07 09:00:00,114.0,115.0,107.0,111.0,108221337.00051144,11876945693.418009
2021-07-08 09:00:00,111.0,112.0,95.0,98.2,118710508.02033387,12073712585.198984
2021-07-09 09:00:00,98.2,107.0,97.3,103.0,209266438.98156583,21347506659.652588
2021-07-10 09:00:00,102.0,106.0,99.3,101.0,84325681.1372901,8598332149.729418
2021-07-11 09:00:00,101.0,107.0,95.1,105.0,114803674.00531924,11695668081.058224
2021-07-12 09:00:00,106.0,110.0,101.0,107.0,173548643.00936976,18379262745.494328
2021-07-13 09:00:00,106.0,109.0,102.0,108.0,68239886.11683461,7186792611.546694
2021-07-14 09:00:00,109.0,114.0,98.0,105.0,144431386.4075005,15339646570.86495
2021-07-15 09:00:00,105.0,107.0,99.1,102.0,98998219.04749987,10158060680.868837
2021-07-16 09:00:00,102.0,102.0,90.4,93.4,63202774.52729796,6053107801.493594
2021-07-17 09:00:00,92.4,101.0,91.4,100.0,169415852.49619314,16603782960.059406
2021-07-18 09:00:00,101.0,101.0,96.0,97.3,49286670.8064832,4836748334.298596
2021-07-19 09:00:00,97.2,99.6,88.2,93.5,81449927.01485783,7782654304.270435
